OrderID,CustomerID,OrderVolume,ShipMode,Segment,Category,PaymentTerm,Discount,ExistingPurchaseOrder,FirstCustomerOrder,CashInDate
O-43110,1024,28.81,Standard Class,Corporate,Office Supplies,14,5,Yes,No,05-10-2014
O-43111,1003,46.53,Standard Class,Corporate,Technology,45,0,Yes,No,17-10-2014
O-43112,1003,21.3,Standard Class,Corporate,Office Supplies,45,3,Yes,No,16-10-2014
O-43113,1020,35.64,Standard Class,Consumer,Office Supplies,14,5,Yes,No,12-09-2014
O-43114,1024,31.64,Standard Class,Corporate,Office Supplies,30,5,Yes,No,12-10-2014
O-43118,1008,9.91,First Class,Consumer,Office Supplies,30,0,No,No,11-10-2014
O-43119,1016,25.16,Standard Class,Corporate,Furniture,14,5,No,No,22-09-2014
O-43120,1020,17.73,Standard Class,Consumer,Office Supplies,45,5,Yes,No,04-10-2014
O-43121,1031,25.92,Standard Class,Consumer,Office Supplies,14,5,Yes,No,15-09-2014
O-43122,1027,14.21,Standard Class,Consumer,Office Supplies,30,0,Yes,No,10-10-2014
O-43123,1018,21.48,Standard Class,Corporate,Office Supplies,45,5,Yes,No,17-10-2014
O-43124,1029,10.59,Standard Class,Corporate,Office Supplies,45,0,Yes,No,17-10-2014
O-43125,1012,12.12,Standard Class,Corporate,Office Supplies,30,0,Yes,No,14-10-2014
O-43126,1008,42.58,Standard Class,Consumer,Office Supplies,14,3,Yes,No,20-09-2014
O-43128,1026,10.05,Second Class,Corporate,Office Supplies,45,5,Yes,No,23-10-2014
O-43129,1015,2761.2,First Class,Consumer,Furniture,45,0,Yes,No,08-10-2014
O-43130,1031,4305.55,Standard Class,Consumer,Office Supplies,14,5,Yes,No,05-09-2014
O-43131,1008,759.66,First Class,Consumer,Technology,14,5,Yes,No,08-09-2014
O-43134,1008,982.13,Standard Class,Consumer,Furniture,14,5,No,No,15-09-2014
O-43135,1013,299.1,Same Day,Consumer,Technology,45,0,Yes,No,14-10-2014
O-43138,1029,323.03,Standard Class,Corporate,Technology,30,5,Yes,No,24-09-2014
O-43139,1000,652.68,Second Class,Consumer,Technology,14,5,Yes,No,16-09-2014
O-43140,1026,148.88,Same Day,Corporate,Office Supplies,45,5,No,No,29-10-2014
O-43141,1010,92.76,Same Day,Consumer,Office Supplies,45,5,Yes,No,19-10-2014
O-43142,1030,258.43,Second Class,Corporate,Furniture,45,5,Yes,No,07-10-2014
O-43143,1013,177.95,Standard Class,Consumer,Technology,30,5,Yes,No,26-09-2014
O-43144,1015,219.78,Standard Class,Consumer,Office Supplies,30,0,No,No,07-10-2014
O-43146,1008,241.3,Standard Class,Consumer,Office Supplies,14,5,Yes,No,17-09-2014
O-43147,1026,161.51,First Class,Corporate,Furniture,30,5,Yes,No,11-10-2014
O-43148,1008,334.61,Standard Class,Consumer,Technology,14,5,Yes,No,11-09-2014
O-43149,1008,91.96,Standard Class,Consumer,Office Supplies,45,0,Yes,No,11-10-2014
O-43150,1027,363.06,First Class,Consumer,Technology,30,5,Yes,No,22-09-2014
O-43151,1000,104.88,Standard Class,Consumer,Technology,30,5,Yes,No,21-09-2014
O-43152,1010,45.6,Same Day,Consumer,Office Supplies,14,3,Yes,No,13-10-2014
O-43153,1030,47.76,Same Day,Corporate,Office Supplies,45,5,Yes,No,11-10-2014
O-43154,1006,55.32,Second Class,Consumer,Office Supplies,45,5,Yes,No,05-10-2014
O-43155,1030,25.8,Same Day,Corporate,Office Supplies,30,5,Yes,No,03-10-2014
O-43156,1020,79.92,Standard Class,Consumer,Office Supplies,45,0,Yes,No,08-10-2014
O-43157,1010,27.04,Same Day,Consumer,Office Supplies,45,0,Yes,No,27-10-2014
O-43159,1013,22.51,Second Class,Consumer,Office Supplies,14,0,Yes,No,10-10-2014
O-43160,1029,26.35,Standard Class,Corporate,Technology,30,0,Yes,No,28-09-2014
O-43161,1007,150.39,First Class,Corporate,Office Supplies,45,5,Yes,No,15-10-2014
O-43162,1027,54.18,Standard Class,Consumer,Office Supplies,14,0,Yes,No,27-09-2014
O-43163,1015,24.48,First Class,Consumer,Office Supplies,14,3,Yes,No,10-10-2014
O-43164,1031,37.24,Standard Class,Consumer,Office Supplies,30,3,Yes,No,21-09-2014
O-43165,1028,27.33,First Class,Consumer,Office Supplies,30,5,No,No,12-10-2014
O-43166,1015,44.06,Standard Class,Consumer,Office Supplies,30,5,Yes,No,02-10-2014
O-43167,1024,24.19,Standard Class,Corporate,Office Supplies,30,3,Yes,No,17-10-2014
O-43168,1004,15.28,Standard Class,Consumer,Office Supplies,45,3,Yes,No,03-10-2014
O-43169,1004,35,Standard Class,Consumer,Office Supplies,30,0,Yes,No,17-09-2014
O-43170,1006,11.07,Second Class,Consumer,Office Supplies,30,5,No,No,03-10-2014
O-43172,1006,8.82,Standard Class,Consumer,Office Supplies,30,5,Yes,No,23-09-2014
O-43173,1004,32.09,Standard Class,Consumer,Office Supplies,30,5,Yes,No,24-09-2014
O-43174,1004,3.42,Second Class,Consumer,Office Supplies,45,5,Yes,No,30-09-2014
O-43176,1015,591.3,Standard Class,Consumer,Furniture,30,3,Yes,No,01-10-2014
O-43177,1019,879.98,Second Class,Corporate,Technology,45,5,No,No,03-10-2014
O-43178,1015,346.11,Standard Class,Consumer,Furniture,45,3,Yes,No,07-10-2014
O-43179,1020,1518.18,Standard Class,Consumer,Office Supplies,45,3,Yes,No,03-10-2014
O-43180,1030,513.36,Standard Class,Corporate,Technology,30,0,Yes,No,06-10-2014
O-43182,1007,357.16,First Class,Corporate,Office Supplies,30,3,Yes,No,16-10-2014
O-43183,1011,230.28,Second Class,Corporate,Furniture,45,0,Yes,No,16-10-2014
O-43184,1003,212.4,Second Class,Corporate,Furniture,14,5,Yes,No,19-09-2014
O-43185,1005,354.9,Second Class,Corporate,Office Supplies,30,3,Yes,No,08-10-2014
O-43186,1015,256.23,Standard Class,Consumer,Office Supplies,14,0,Yes,No,01-10-2014
O-43187,1030,242.25,Second Class,Corporate,Office Supplies,30,5,No,No,12-10-2014
O-43188,1014,446.4,Standard Class,Corporate,Technology,45,5,No,No,14-10-2014
O-43189,1031,130.98,Standard Class,Consumer,Furniture,30,5,Yes,No,14-09-2014
O-43190,1004,192.16,Standard Class,Consumer,Office Supplies,14,5,Yes,No,04-09-2014
O-43191,1028,73.2,First Class,Consumer,Technology,14,5,Yes,No,13-09-2014
O-43192,1019,841.57,Second Class,Corporate,Office Supplies,45,5,Yes,No,09-10-2014
O-43193,1008,99.09,Standard Class,Consumer,Furniture,45,5,Yes,No,06-10-2014
O-43195,1007,149.44,Second Class,Corporate,Technology,14,3,Yes,No,24-09-2014
O-43196,1011,198.46,Second Class,Corporate,Furniture,45,5,Yes,No,11-10-2014
O-43198,1008,254.88,Standard Class,Consumer,Technology,14,5,No,No,16-09-2014
O-43199,1024,48.49,First Class,Corporate,Office Supplies,45,5,Yes,No,20-10-2014
O-43200,1007,103.62,Standard Class,Corporate,Furniture,30,0,Yes,No,10-10-2014
O-43201,1024,40.18,First Class,Corporate,Office Supplies,14,5,No,No,10-10-2014
O-43202,1030,51.45,Standard Class,Corporate,Office Supplies,30,5,No,No,14-10-2014
O-43203,1019,321.92,Second Class,Corporate,Office Supplies,30,5,Yes,No,05-10-2014
O-43204,1015,39.6,Standard Class,Consumer,Office Supplies,45,5,No,No,28-10-2014
O-43206,1018,81.96,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-10-2014
O-43207,1012,17.88,First Class,Corporate,Office Supplies,14,0,Yes,No,08-10-2014
O-43208,1008,33.06,Standard Class,Consumer,Office Supplies,14,0,Yes,No,01-10-2014
O-43210,1000,34.92,Standard Class,Consumer,Furniture,14,5,Yes,No,19-09-2014
O-43211,1000,26.1,Standard Class,Consumer,Office Supplies,30,0,Yes,No,03-10-2014
O-43212,1003,34.5,Standard Class,Corporate,Office Supplies,30,0,Yes,No,05-10-2014
O-43214,1030,29.7,Standard Class,Corporate,Furniture,30,3,Yes,No,06-10-2014
O-43215,1016,116.28,Second Class,Corporate,Office Supplies,45,0,Yes,No,24-10-2014
O-43217,1028,21.06,Standard Class,Consumer,Office Supplies,30,3,Yes,No,03-10-2014
O-43218,1010,7.54,Second Class,Consumer,Furniture,45,0,Yes,No,17-10-2014
O-43219,1029,12.69,First Class,Corporate,Office Supplies,45,3,Yes,No,24-10-2014
O-43220,1028,19.66,Standard Class,Consumer,Technology,14,0,Yes,No,16-09-2014
O-43222,1011,3.74,Standard Class,Corporate,Office Supplies,14,0,No,No,09-10-2014
O-43223,1008,1682.91,First Class,Consumer,Office Supplies,30,0,Yes,No,06-10-2014
O-43224,1029,1006.59,Standard Class,Corporate,Furniture,30,0,Yes,No,12-10-2014
O-43226,1029,410.88,Second Class,Corporate,Office Supplies,30,0,Yes,No,13-10-2014
O-43227,1024,892.58,Standard Class,Corporate,Technology,14,3,Yes,No,01-10-2014
O-43228,1021,636.36,Second Class,Corporate,Technology,45,5,Yes,No,17-10-2014
O-43229,1019,347.97,First Class,Corporate,Technology,45,5,Yes,No,29-09-2014
O-43230,1027,243.69,Second Class,Consumer,Technology,45,5,No,No,11-10-2014
O-43231,1013,580.61,Second Class,Consumer,Office Supplies,45,0,Yes,No,17-10-2014
O-43234,1026,619.97,Standard Class,Corporate,Technology,30,5,No,No,19-10-2014
O-43235,1012,211.3,Second Class,Corporate,Furniture,45,0,Yes,No,25-10-2014
O-43236,1024,304.38,Standard Class,Corporate,Technology,45,0,Yes,No,19-10-2014
O-43240,1024,290.35,Standard Class,Corporate,Office Supplies,14,3,Yes,No,04-10-2014
O-43241,1013,199.06,Second Class,Consumer,Furniture,14,0,Yes,No,04-10-2014
O-43242,1030,340.99,Standard Class,Corporate,Office Supplies,45,3,Yes,No,16-10-2014
O-43243,1007,154.41,Standard Class,Corporate,Office Supplies,14,3,Yes,No,29-09-2014
O-43244,1010,117.6,Second Class,Consumer,Technology,30,5,Yes,No,04-10-2014
O-43247,1015,75.49,Standard Class,Consumer,Office Supplies,14,0,No,No,06-10-2014
O-43248,1008,74.56,Second Class,Consumer,Office Supplies,14,3,No,No,01-10-2014
O-43249,1028,114.66,Standard Class,Consumer,Technology,30,5,Yes,No,18-09-2014
O-43250,1021,56.58,Second Class,Corporate,Furniture,14,3,Yes,No,09-10-2014
O-43251,1030,141.66,Standard Class,Corporate,Office Supplies,30,0,Yes,No,11-10-2014
O-43254,1009,103.56,Standard Class,Consumer,Office Supplies,45,0,Yes,No,17-10-2014
O-43255,1026,106.65,Standard Class,Corporate,Office Supplies,14,5,Yes,No,13-10-2014
O-43256,1009,106.32,Standard Class,Consumer,Technology,30,0,No,No,05-10-2014
O-43257,1008,51.92,Standard Class,Consumer,Office Supplies,30,0,Yes,No,10-10-2014
O-43258,1015,49.83,First Class,Consumer,Office Supplies,30,5,No,No,10-10-2014
O-43259,1022,54.69,Second Class,Corporate,Office Supplies,14,3,Yes,No,09-10-2014
O-43260,1016,37.01,First Class,Corporate,Office Supplies,14,0,Yes,No,11-10-2014
O-43261,1001,73.05,Standard Class,Consumer,Technology,30,5,Yes,No,20-09-2014
O-43262,1028,46.65,Standard Class,Consumer,Office Supplies,14,0,Yes,No,05-10-2014
O-43263,1008,36.44,Second Class,Consumer,Office Supplies,45,3,Yes,No,13-10-2014
O-43264,1008,55.46,Standard Class,Consumer,Office Supplies,14,5,Yes,No,01-10-2014
O-43265,1007,53.64,Standard Class,Corporate,Office Supplies,30,3,Yes,No,11-10-2014
O-43266,1028,119.43,Standard Class,Consumer,Technology,14,5,Yes,No,16-09-2014
O-43267,1026,34.83,Second Class,Corporate,Office Supplies,14,0,Yes,No,10-10-2014
O-43268,1008,12.6,Second Class,Consumer,Office Supplies,14,5,Yes,No,10-09-2014
O-43269,1022,52.8,Second Class,Corporate,Office Supplies,14,0,Yes,No,10-10-2014
O-43270,1004,14.34,Second Class,Consumer,Office Supplies,14,0,Yes,No,20-09-2014
O-43271,1007,17.73,First Class,Corporate,Office Supplies,45,5,Yes,No,24-10-2014
O-43274,1020,31.68,Standard Class,Consumer,Office Supplies,30,5,Yes,No,18-09-2014
O-43275,1015,26.34,Standard Class,Consumer,Office Supplies,45,3,Yes,No,16-10-2014
O-43277,1010,9.41,Second Class,Consumer,Office Supplies,30,5,Yes,No,10-10-2014
O-43279,1013,7.38,Second Class,Consumer,Office Supplies,14,5,Yes,No,07-10-2014
O-43280,1014,6.75,Standard Class,Corporate,Office Supplies,14,0,Yes,No,06-10-2014
O-43281,1024,8.52,Standard Class,Corporate,Office Supplies,45,3,Yes,No,23-10-2014
O-43282,1015,22.55,Standard Class,Consumer,Office Supplies,14,5,Yes,No,09-10-2014
O-43283,1011,2.9,First Class,Corporate,Office Supplies,30,3,No,No,30-10-2014
O-43284,1007,1007.42,Same Day,Corporate,Office Supplies,30,3,Yes,No,16-10-2014
O-43285,1003,1599.9,Same Day,Corporate,Technology,30,5,Yes,No,23-09-2014
O-43286,1003,1350.09,Same Day,Corporate,Technology,14,5,Yes,No,23-09-2014
O-43288,1028,729.54,Second Class,Consumer,Furniture,30,5,No,No,03-10-2014
O-43290,1025,870.24,Standard Class,Corporate,Technology,30,5,Yes,No,08-10-2014
O-43291,1024,880.42,Standard Class,Corporate,Furniture,45,3,Yes,No,22-10-2014
O-43293,1020,1661.05,First Class,Consumer,Furniture,30,0,Yes,No,22-09-2014
O-43294,1025,336.24,Standard Class,Corporate,Technology,30,5,Yes,No,12-10-2014
O-43295,1007,483.71,Second Class,Corporate,Technology,14,0,Yes,No,06-10-2014
O-43297,1013,290.84,Standard Class,Consumer,Technology,45,5,Yes,No,18-10-2014
O-43298,1024,409.95,Standard Class,Corporate,Technology,14,0,Yes,No,05-10-2014
O-43300,1012,224.35,Standard Class,Corporate,Technology,14,3,Yes,No,28-09-2014
O-43301,1025,123.06,Standard Class,Corporate,Office Supplies,14,3,No,No,19-10-2014
O-43302,1030,67.81,First Class,Corporate,Technology,14,5,Yes,No,21-09-2014
O-43304,1010,259.25,Standard Class,Consumer,Furniture,14,0,Yes,No,04-10-2014
O-43305,1020,133.2,Standard Class,Consumer,Office Supplies,30,0,Yes,No,27-09-2014
O-43307,1028,105.24,Second Class,Consumer,Office Supplies,30,5,Yes,No,06-10-2014
O-43308,1004,120.58,Standard Class,Consumer,Furniture,14,5,Yes,No,04-09-2014
O-43309,1007,73.44,First Class,Corporate,Office Supplies,45,0,Yes,No,31-10-2014
O-43311,1028,155.43,Standard Class,Consumer,Furniture,30,5,Yes,No,29-09-2014
O-43312,1025,98.4,Standard Class,Corporate,Office Supplies,45,0,No,No,13-11-2014
O-43313,1012,128.8,Standard Class,Corporate,Office Supplies,45,5,No,No,31-10-2014
O-43314,1008,455.49,Standard Class,Consumer,Technology,30,0,Yes,No,02-10-2014
O-43315,1028,101.04,Second Class,Consumer,Office Supplies,45,5,Yes,No,14-10-2014
O-43317,1020,84.16,Standard Class,Consumer,Office Supplies,45,5,Yes,No,07-10-2014
O-43318,1012,64.68,Standard Class,Corporate,Office Supplies,30,5,Yes,No,15-10-2014
O-43319,1007,93.24,Same Day,Corporate,Office Supplies,30,5,No,No,18-10-2014
O-43321,1020,51.9,Second Class,Consumer,Office Supplies,30,3,Yes,No,29-09-2014
O-43322,1012,69.3,Standard Class,Corporate,Office Supplies,14,0,Yes,No,15-10-2014
O-43323,1025,61.76,Standard Class,Corporate,Technology,45,5,No,No,21-10-2014
O-43324,1021,38.31,Standard Class,Corporate,Technology,45,3,Yes,No,26-10-2014
O-43326,1022,29.67,Standard Class,Corporate,Technology,14,3,Yes,No,02-10-2014
O-43328,1003,56.52,Standard Class,Corporate,Office Supplies,45,3,Yes,No,25-10-2014
O-43329,1020,86.29,Standard Class,Consumer,Office Supplies,14,5,Yes,No,12-09-2014
O-43330,1012,31.08,Standard Class,Corporate,Office Supplies,14,3,Yes,No,14-10-2014
O-43331,1028,131.85,Standard Class,Consumer,Office Supplies,45,0,Yes,No,18-10-2014
O-43333,1020,26.82,Second Class,Consumer,Office Supplies,45,5,Yes,No,03-10-2014
O-43334,1010,73.8,Standard Class,Consumer,Technology,30,5,Yes,No,28-09-2014
O-43335,1028,148.05,Standard Class,Consumer,Office Supplies,45,0,Yes,No,21-10-2014
O-43337,1024,48.67,Standard Class,Corporate,Office Supplies,14,5,Yes,No,29-09-2014
O-43338,1024,41.25,Standard Class,Corporate,Office Supplies,45,3,Yes,No,02-11-2014
O-43339,1013,62.03,Standard Class,Consumer,Furniture,30,0,No,No,20-10-2014
O-43341,1026,38.28,Second Class,Corporate,Office Supplies,45,0,Yes,No,05-11-2014
O-43342,1022,17.28,Standard Class,Corporate,Office Supplies,30,5,Yes,No,13-10-2014
O-43343,1020,25.56,Second Class,Consumer,Office Supplies,45,0,Yes,No,05-10-2014
O-43344,1025,9.74,Standard Class,Corporate,Office Supplies,30,3,No,No,22-10-2014
O-43345,1020,34.02,Standard Class,Consumer,Office Supplies,45,0,Yes,No,13-10-2014
O-43346,1020,15.54,Second Class,Consumer,Office Supplies,14,0,Yes,No,21-09-2014
O-43347,1029,18.31,Standard Class,Corporate,Office Supplies,45,5,Yes,No,21-10-2014
O-43350,1029,4.89,Standard Class,Corporate,Office Supplies,30,0,No,No,16-10-2014
O-43351,1012,2142.3,Standard Class,Corporate,Technology,14,5,Yes,No,29-09-2014
O-43353,1011,1488.42,Standard Class,Corporate,Furniture,45,5,Yes,No,13-10-2014
O-43354,1026,490.32,Second Class,Corporate,Furniture,30,0,Yes,No,17-10-2014
O-43355,1020,985.68,Standard Class,Consumer,Technology,14,0,No,No,24-09-2014
O-43356,1028,851.7,Standard Class,Consumer,Furniture,30,3,No,No,01-10-2014
O-43357,1011,283.56,Same Day,Corporate,Furniture,45,0,Yes,No,20-10-2014
O-43358,1024,707.05,Second Class,Corporate,Technology,14,0,Yes,No,07-10-2014
O-43360,1028,492.42,Standard Class,Consumer,Technology,14,5,Yes,No,11-09-2014
O-43361,1016,314.6,Same Day,Corporate,Office Supplies,30,5,Yes,No,03-10-2014
O-43365,1018,344.76,Standard Class,Corporate,Technology,45,0,Yes,No,13-10-2014
O-43366,1020,167.83,Standard Class,Consumer,Office Supplies,14,3,Yes,No,20-09-2014
O-43367,1014,214.14,Standard Class,Corporate,Furniture,45,0,Yes,No,21-10-2014
O-43368,1028,152.28,Standard Class,Consumer,Office Supplies,45,0,Yes,No,18-10-2014
O-43369,1014,102.9,Standard Class,Corporate,Office Supplies,45,0,Yes,No,19-10-2014
O-43370,1020,146.34,Standard Class,Consumer,Furniture,45,3,Yes,No,30-09-2014
O-43371,1028,197.28,Standard Class,Consumer,Office Supplies,14,5,Yes,No,25-09-2014
O-43372,1003,150,Standard Class,Corporate,Office Supplies,45,5,Yes,No,20-10-2014
O-43373,1019,47.36,First Class,Corporate,Office Supplies,30,5,Yes,No,05-10-2014
O-43374,1020,78.12,Standard Class,Consumer,Office Supplies,14,0,No,No,28-09-2014
O-43375,1028,133.25,Standard Class,Consumer,Office Supplies,30,3,Yes,No,09-10-2014
O-43376,1020,108.36,Standard Class,Consumer,Technology,30,3,Yes,No,14-09-2014
O-43377,1020,91.31,Standard Class,Consumer,Office Supplies,14,5,Yes,No,17-09-2014
O-43380,1021,105.06,Standard Class,Corporate,Office Supplies,30,5,No,No,25-10-2014
O-43381,1028,114.78,Standard Class,Consumer,Furniture,14,3,Yes,No,18-09-2014
O-43382,1000,61.68,Standard Class,Consumer,Office Supplies,14,5,Yes,No,02-10-2014
O-43383,1004,64.96,Standard Class,Consumer,Furniture,14,5,Yes,No,05-09-2014
O-43385,1006,73.35,Standard Class,Consumer,Technology,14,5,Yes,No,11-09-2014
O-43386,1005,27.44,First Class,Corporate,Office Supplies,14,0,Yes,No,04-10-2014
O-43388,1031,25.34,Standard Class,Consumer,Office Supplies,30,3,Yes,No,03-10-2014
O-43389,1020,29.55,Standard Class,Consumer,Office Supplies,30,5,No,No,04-10-2014
O-43390,1031,26.72,Standard Class,Consumer,Office Supplies,45,0,Yes,No,09-10-2014
O-43391,1016,71.98,Standard Class,Corporate,Technology,30,5,Yes,No,24-09-2014
O-43392,1030,27.6,Standard Class,Corporate,Office Supplies,14,5,Yes,No,27-09-2014
O-43393,1013,36.1,Standard Class,Consumer,Office Supplies,30,0,Yes,No,19-10-2014
O-43394,1018,19.58,Standard Class,Corporate,Office Supplies,30,0,Yes,No,19-10-2014
O-43396,1016,21.81,Standard Class,Corporate,Office Supplies,30,0,Yes,No,12-10-2014
O-43397,1011,3.24,First Class,Corporate,Office Supplies,45,0,Yes,No,28-10-2014
O-43398,1015,75.96,Same Day,Consumer,Furniture,14,0,Yes,No,23-09-2014
O-43399,1031,5.18,Standard Class,Consumer,Office Supplies,14,0,Yes,No,25-09-2014
O-43400,1026,4876.88,Standard Class,Corporate,Technology,30,3,Yes,No,09-10-2014
O-43401,1013,3044.8,Second Class,Consumer,Office Supplies,45,3,Yes,No,23-10-2014
O-43402,1011,569.57,Second Class,Corporate,Furniture,14,0,Yes,No,05-10-2014
O-43403,1029,1274.36,Standard Class,Corporate,Office Supplies,30,5,Yes,No,30-09-2014
O-43404,1008,986.37,Standard Class,Consumer,Furniture,45,0,Yes,No,07-10-2014
O-43405,1007,819.7,Standard Class,Corporate,Technology,30,5,Yes,No,03-10-2014
O-43406,1013,783.55,Second Class,Consumer,Technology,30,0,Yes,No,08-10-2014
O-43407,1013,219.28,Second Class,Consumer,Furniture,45,3,Yes,No,25-10-2014
O-43409,1022,275.58,Second Class,Corporate,Office Supplies,30,5,Yes,No,21-10-2014
O-43410,1005,215.98,Same Day,Corporate,Furniture,30,3,Yes,No,06-10-2014
O-43411,1015,358.85,Second Class,Consumer,Technology,45,0,Yes,No,14-10-2014
O-43412,1000,244.5,Standard Class,Consumer,Technology,30,5,No,No,07-10-2014
O-43414,1010,142.68,Standard Class,Consumer,Technology,14,0,Yes,No,06-10-2014
O-43415,1008,86.76,Second Class,Consumer,Office Supplies,14,0,Yes,No,28-09-2014
O-43416,1008,184.09,Standard Class,Consumer,Office Supplies,14,5,Yes,No,23-09-2014
O-43417,1030,50.94,First Class,Corporate,Office Supplies,14,3,Yes,No,11-10-2014
O-43420,1016,149.73,Second Class,Corporate,Office Supplies,45,0,Yes,No,19-10-2014
O-43422,1000,62.16,Standard Class,Consumer,Office Supplies,30,5,Yes,No,05-10-2014
O-43423,1008,136.14,Standard Class,Consumer,Technology,30,3,Yes,No,29-09-2014
O-43425,1008,127.47,Standard Class,Consumer,Office Supplies,14,5,Yes,No,27-09-2014
O-43428,1018,128.74,Standard Class,Corporate,Technology,14,0,Yes,No,10-10-2014
O-43431,1000,29.88,Same Day,Consumer,Office Supplies,30,5,Yes,No,16-10-2014
O-43432,1012,31.08,Second Class,Corporate,Office Supplies,45,5,Yes,No,05-11-2014
O-43433,1013,48.4,Second Class,Consumer,Office Supplies,45,5,Yes,No,30-10-2014
O-43435,1010,11.3,Same Day,Consumer,Office Supplies,45,5,Yes,No,17-10-2014
O-43436,1028,34.35,Standard Class,Consumer,Office Supplies,45,5,Yes,No,10-10-2014
O-43437,1024,20.2,Standard Class,Corporate,Office Supplies,14,5,Yes,No,02-10-2014
O-43438,1000,14.7,Standard Class,Consumer,Office Supplies,14,5,Yes,No,02-10-2014
O-43439,1025,9.06,Second Class,Corporate,Office Supplies,45,5,Yes,No,27-10-2014
O-43440,1020,11.13,Second Class,Consumer,Office Supplies,45,3,Yes,No,08-10-2014
O-43441,1018,3.23,Standard Class,Corporate,Office Supplies,14,0,Yes,No,30-09-2014
O-43442,1024,1887.84,First Class,Corporate,Office Supplies,30,0,Yes,No,25-10-2014
O-43444,1027,457.14,First Class,Consumer,Furniture,45,5,Yes,No,10-10-2014
O-43446,1020,1117.7,Second Class,Consumer,Furniture,45,0,Yes,No,02-10-2014
O-43447,1011,1137.75,Standard Class,Corporate,Furniture,45,5,Yes,No,18-10-2014
O-43448,1029,695.88,Second Class,Corporate,Furniture,45,5,Yes,No,19-10-2014
O-43449,1029,612.98,Standard Class,Corporate,Furniture,30,3,No,No,22-10-2014
O-43453,1024,169.72,First Class,Corporate,Furniture,14,0,Yes,No,12-10-2014
O-43454,1019,99.68,Standard Class,Corporate,Office Supplies,14,0,No,No,06-10-2014
O-43455,1006,14.43,First Class,Consumer,Office Supplies,30,5,Yes,No,26-09-2014
O-43456,1026,55.92,Second Class,Corporate,Office Supplies,30,0,No,No,26-10-2014
O-43457,1027,86.07,Standard Class,Consumer,Office Supplies,14,0,No,No,15-10-2014
O-43458,1023,22.41,Second Class,Consumer,Office Supplies,30,3,Yes,No,11-10-2014
O-43459,1014,23.52,Standard Class,Corporate,Office Supplies,14,0,Yes,No,08-10-2014
O-43460,1019,35.17,Standard Class,Corporate,Technology,45,5,Yes,No,04-10-2014
O-43461,1014,47.4,Second Class,Corporate,Furniture,14,5,Yes,No,21-09-2014
O-43462,1012,15.07,First Class,Corporate,Office Supplies,14,5,Yes,No,11-10-2014
O-43463,1027,51.27,Standard Class,Consumer,Office Supplies,14,5,Yes,No,30-09-2014
O-43464,1016,9.41,Second Class,Corporate,Office Supplies,14,3,Yes,No,04-10-2014
O-43465,1005,5.56,Standard Class,Corporate,Office Supplies,14,0,Yes,No,06-10-2014
O-43466,1021,4.38,Standard Class,Corporate,Office Supplies,45,0,Yes,No,10-11-2014
O-43467,1022,2.55,Standard Class,Corporate,Office Supplies,45,5,No,No,15-11-2014
O-43468,1025,2320.64,Standard Class,Corporate,Furniture,45,3,Yes,No,26-10-2014
O-43471,1008,444.42,First Class,Consumer,Furniture,14,5,Yes,No,15-09-2014
O-43472,1015,1151.22,Standard Class,Consumer,Furniture,14,5,Yes,No,22-09-2014
O-43473,1018,995.28,Standard Class,Corporate,Technology,14,5,Yes,No,02-10-2014
O-43474,1005,511.5,Second Class,Corporate,Furniture,30,3,Yes,No,29-09-2014
O-43475,1007,249.3,Standard Class,Corporate,Office Supplies,30,3,Yes,No,26-10-2014
O-43476,1023,195.93,Second Class,Consumer,Furniture,14,5,Yes,No,11-09-2014
O-43477,1015,650.03,Standard Class,Consumer,Office Supplies,45,3,Yes,No,21-10-2014
O-43478,1008,130.56,First Class,Consumer,Technology,45,0,Yes,No,13-10-2014
O-43481,1011,689.41,Standard Class,Corporate,Technology,45,3,Yes,No,11-10-2014
O-43482,1010,163.2,Same Day,Consumer,Office Supplies,30,3,Yes,No,22-10-2014
O-43484,1016,147.92,Second Class,Corporate,Office Supplies,30,5,Yes,No,11-10-2014
O-43485,1023,44.04,First Class,Consumer,Technology,30,5,Yes,No,21-09-2014
O-43486,1016,148.02,Standard Class,Corporate,Furniture,30,3,Yes,No,03-10-2014
O-43487,1018,134.91,Standard Class,Corporate,Furniture,30,3,Yes,No,16-10-2014
O-43488,1015,116.4,First Class,Consumer,Office Supplies,45,5,No,No,02-11-2014
O-43491,1020,34.02,First Class,Consumer,Office Supplies,45,5,Yes,No,02-10-2014
O-43492,1028,101.58,Standard Class,Consumer,Office Supplies,30,3,Yes,No,05-10-2014
O-43493,1031,229.54,Second Class,Consumer,Office Supplies,14,5,Yes,No,20-09-2014
O-43495,1008,134.73,First Class,Consumer,Office Supplies,14,3,Yes,No,28-09-2014
O-43496,1029,66.3,Standard Class,Corporate,Office Supplies,30,3,Yes,No,14-10-2014
O-43498,1028,42.84,Standard Class,Consumer,Office Supplies,30,5,Yes,No,05-10-2014
O-43499,1020,39.69,Standard Class,Consumer,Office Supplies,30,3,Yes,No,06-10-2014
O-43500,1028,79.13,Standard Class,Consumer,Furniture,45,3,No,No,21-10-2014
O-43501,1000,53.97,Second Class,Consumer,Office Supplies,45,5,Yes,No,26-10-2014
O-43502,1007,55.3,Standard Class,Corporate,Office Supplies,45,3,Yes,No,01-11-2014
