Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C6093,9,23,15,16,0.8,80,37,Male,West
C4871,1,7,22,2,0.8,80,34,Male,South
C7884,11,27,25,20,0.8,80,44,Female,West
C9398,12,29,12,22,0.8,80,43,Male,West
C10779,8,21,31,14,0.8,80,36,Male,West
C2046,7,19,24,13,0.8,80,44,Male,West
C7573,6,17,26,11,0.8,80,40,Female,South
C1287,12,29,18,22,0.8,80,39,Female,West
C4639,15,35,28,27,0.8,80,43,Female,South
C2296,11,27,18,20,0.8,80,39,Female,West
C2331,11,27,19,20,0.8,80,44,Male,South
C4896,15,35,17,27,0.8,80,31,Male,West
C8432,11,27,21,20,0.8,80,32,Female,North
C4985,11,27,15,20,0.8,80,44,Female,West
C5260,3,11,18,5,0.8,80,35,Male,West
C7592,4,13,16,7,0.8,80,31,Male,North
C2007,11,27,21,20,0.8,80,45,Female,West
C5112,14,33,25,25,0.8,80,30,Female,South
C3856,4,13,12,7,0.8,80,37,Male,East
C1873,15,35,11,27,0.8,80,33,Female,East
C3495,9,23,25,16,0.8,80,36,Male,East
C5767,15,35,20,27,0.8,80,42,Female,West
C6681,6,17,28,11,0.8,80,41,Male,North
C5928,9,23,12,16,0.8,80,30,Female,North
C7938,11,27,19,20,0.8,80,31,Male,West
C8313,3,11,17,5,0.8,80,43,Male,South
C6187,3,11,15,5,0.8,80,35,Male,West
C9393,4,13,27,7,0.8,80,45,Male,East
C1419,5,15,28,9,0.8,80,35,Male,East
C5525,1,7,12,2,0.8,80,33,Male,East
C8257,11,27,17,20,0.8,80,30,Male,West
C8898,4,13,24,7,0.8,80,35,Female,South
C7169,1,7,33,2,0.8,80,42,Female,South
C11062,1,7,18,2,0.8,80,43,Male,West
C1202,3,11,13,5,0.8,80,39,Female,North
C9694,9,23,33,16,0.8,80,40,Female,West
C2021,10,25,14,18,0.8,80,45,Male,West
C4046,14,33,32,25,0.8,80,31,Male,West
C8802,4,13,18,7,0.8,80,30,Female,West
C1531,2,9,27,4,0.8,80,33,Male,South
C1700,13,31,29,23,0.8,80,33,Male,North
C2575,3,11,12,5,0.8,80,41,Male,East
C6522,4,13,17,7,0.8,80,35,Male,West
C7671,8,21,24,14,0.8,80,39,Male,North
C8362,15,35,17,27,0.8,80,37,Male,South
C8444,14,33,19,25,0.8,80,32,Male,East
C8908,13,31,16,23,0.8,80,30,Female,West
C7982,13,31,18,23,0.8,80,35,Male,West
C1806,2,9,28,4,0.8,80,43,Male,West
C8264,6,17,14,11,0.8,80,36,Female,South
C9799,12,29,26,22,0.8,80,37,Male,West
C9511,13,31,32,23,0.8,80,45,Male,South
C4484,6,17,24,11,0.8,80,30,Male,West
C5186,4,13,19,7,0.8,80,37,Female,South
C5034,11,27,32,20,0.8,80,32,Female,East
C6737,15,35,28,27,0.8,80,42,Male,West
C7630,8,21,13,14,0.8,80,33,Female,South
C9797,15,35,15,27,0.8,80,40,Female,North
C7258,8,21,29,14,0.8,80,41,Female,West
C1388,4,13,19,7,0.8,80,35,Male,South
C1922,8,21,20,14,0.8,80,38,Male,East
C3336,8,21,30,14,0.8,80,43,Male,East
C4073,7,19,19,13,0.8,80,42,Female,West
C10936,8,21,25,14,0.8,80,43,Female,North
C2044,12,29,17,22,0.8,80,31,Male,East
C6386,8,21,19,14,0.8,80,34,Male,West
C9160,14,33,25,25,0.8,80,45,Male,South
C2916,6,17,23,11,0.8,80,42,Male,West
C6380,7,19,20,13,0.8,80,32,Female,South
C2189,5,15,16,9,0.8,80,34,Male,South
C10227,4,13,25,7,0.8,80,39,Male,West
C2659,14,33,15,25,0.8,80,42,Female,South
C4023,5,15,22,9,0.8,80,34,Female,South
C5812,4,13,20,7,0.8,80,38,Male,East
C1381,7,19,22,13,0.8,80,33,Male,East
C3791,7,19,16,13,0.8,80,30,Male,West
C6564,9,23,27,16,0.8,80,40,Male,North
C8774,1,7,18,2,0.8,80,33,Male,North
C5048,1,7,26,2,0.8,80,34,Male,North
C9298,7,19,15,13,0.8,80,33,Female,South
C8237,7,19,30,13,0.8,80,44,Female,North
C7277,13,31,14,23,0.8,80,42,Male,East
C9468,1,7,30,2,0.8,80,44,Female,West
C2765,4,13,21,7,0.8,80,45,Female,South
C9171,14,33,22,25,0.8,80,40,Female,West
C9945,6,17,17,11,0.8,80,37,Male,North
C7137,5,15,30,9,0.8,80,34,Female,South
C5679,4,13,15,7,0.81,81,44,Female,North
C7979,7,19,16,13,0.81,81,37,Male,South
C4166,12,29,27,22,0.81,81,44,Female,West
C4775,14,33,31,25,0.81,81,33,Male,West
C8602,3,11,23,5,0.81,81,39,Male,North
C1658,1,7,13,2,0.81,81,36,Female,South
C1534,5,15,14,9,0.81,81,39,Male,West
C1757,4,13,19,7,0.81,81,40,Male,East
C9017,2,9,22,4,0.81,81,40,Male,West
C5479,11,27,25,20,0.81,81,39,Female,North
C10838,9,23,26,16,0.81,81,32,Female,West
C4794,8,21,28,14,0.81,81,35,Male,North
C5897,2,9,23,4,0.81,81,32,Female,West
C5762,1,7,20,2,0.81,81,43,Female,North
C8276,9,23,22,16,0.81,81,32,Male,West
C8082,10,25,13,18,0.81,81,42,Female,West
C5891,5,15,15,9,0.81,81,36,Female,North
C7143,2,9,40,4,0.81,81,34,Male,South
C7736,6,17,22,11,0.81,81,38,Female,North
C7467,12,29,13,22,0.81,81,42,Male,South
C3348,11,27,27,20,0.81,81,31,Female,West
C7717,1,7,23,2,0.81,81,43,Male,South
C8017,10,25,31,18,0.81,81,44,Male,West
C9750,5,15,28,9,0.81,81,32,Male,North
C10110,1,7,26,2,0.81,81,41,Male,South
C3837,4,13,19,7,0.81,81,30,Female,East
C7628,1,7,22,2,0.81,81,37,Female,East
C6208,9,23,32,16,0.81,81,42,Male,West
C7387,13,31,28,24,0.81,81,44,Male,West
C4443,5,15,33,9,0.81,81,34,Female,South
C9927,3,11,15,5,0.81,81,42,Female,South
C4329,11,27,25,20,0.81,81,36,Female,West
C8454,3,11,29,5,0.81,81,31,Male,West
C5910,15,35,14,27,0.81,81,42,Male,West
C8895,4,13,14,7,0.81,81,30,Female,South
C10028,4,13,20,7,0.81,81,36,Female,West
C3322,14,33,33,25,0.81,81,44,Female,West
C9724,15,35,16,27,0.81,81,31,Female,South
C4007,1,7,14,2,0.81,81,33,Female,East
C4608,9,23,23,16,0.81,81,43,Male,West
C6618,1,7,31,2,0.81,81,37,Male,West
C10996,12,29,16,22,0.81,81,39,Female,South
C2222,14,33,23,25,0.81,81,40,Male,West
C2565,7,19,30,13,0.81,81,34,Male,South
C2386,3,11,27,5,0.81,81,32,Male,North
C6830,9,23,32,16,0.81,81,36,Female,North
C3880,8,21,34,14,0.81,81,38,Female,North
C4067,8,21,22,14,0.81,81,33,Female,South
C4667,8,21,20,14,0.81,81,40,Female,West
C4424,13,31,14,24,0.81,81,32,Male,North
C3272,7,19,32,13,0.81,81,44,Male,South
C2086,1,7,28,2,0.81,81,36,Male,West
C6865,3,11,20,5,0.81,81,45,Male,West
C4514,15,35,22,27,0.81,81,33,Female,North
C8341,1,7,33,2,0.81,81,31,Male,South
C1034,12,29,17,22,0.81,81,42,Male,South
C4983,8,21,28,14,0.81,81,36,Female,West
C7405,10,25,18,18,0.81,81,42,Female,North
C6605,8,21,31,14,0.81,81,38,Male,West
C7305,7,19,18,13,0.81,81,33,Female,West
C8317,7,19,24,13,0.81,81,38,Female,North
C9630,11,27,18,20,0.81,81,43,Male,West
C4307,4,13,27,7,0.81,81,32,Female,West
C5266,8,21,10,14,0.81,81,45,Female,North
C8456,13,31,24,24,0.81,81,42,Male,East
C1818,5,15,26,9,0.81,81,37,Male,West
C8322,14,33,32,25,0.81,81,32,Female,South
C10907,1,7,23,2,0.81,81,39,Male,South
C1497,12,29,26,22,0.81,81,38,Female,North
C8395,6,17,24,11,0.81,81,41,Female,West
C3115,2,9,11,4,0.81,81,43,Male,South
C4343,5,15,17,9,0.81,81,40,Male,North
C6713,11,27,16,20,0.81,81,37,Female,North
C9058,4,13,25,7,0.81,81,41,Male,North
C1555,14,33,20,25,0.81,81,30,Female,East
C10037,7,19,21,13,0.81,81,38,Male,West
C2781,9,23,22,16,0.81,81,42,Female,West
C9301,3,11,17,5,0.81,81,33,Male,West
C3530,13,31,19,24,0.81,81,31,Male,West
C5652,15,35,26,27,0.81,81,34,Female,South
C1183,2,9,19,4,0.81,81,38,Female,East
C8131,3,11,13,5,0.81,81,35,Female,West
C8787,4,13,11,7,0.81,81,45,Male,South
C1772,11,27,30,20,0.81,81,40,Male,West
C3565,7,19,18,13,0.81,81,40,Female,North
C9004,8,21,19,14,0.81,81,40,Male,South
C2537,3,11,18,5,0.81,81,44,Female,East
C4149,11,27,15,20,0.81,81,31,Male,West
C1245,2,9,26,4,0.81,81,32,Male,North
C6364,11,27,16,20,0.81,81,36,Male,North
C10989,12,29,23,22,0.81,81,40,Male,East
C4683,8,21,24,14,0.81,81,34,Male,West
C7050,10,25,25,18,0.81,81,44,Male,West
C1195,2,9,28,4,0.81,81,34,Female,South
C2192,12,29,27,22,0.81,81,38,Male,North
C2529,4,13,24,7,0.81,81,44,Female,West
C6757,12,29,16,22,0.81,81,45,Male,South
C4585,9,23,21,16,0.81,81,39,Female,East
C3704,15,35,29,27,0.81,81,44,Male,West
C5646,9,23,26,16,0.81,81,42,Male,North
C8614,15,35,19,27,0.81,81,44,Male,North
C9371,7,19,14,13,0.81,81,41,Male,East
C5263,14,33,21,25,0.81,81,45,Male,West
C2098,11,27,21,20,0.81,81,34,Male,North
C2864,7,19,30,13,0.81,81,36,Female,East
C7791,12,29,23,22,0.81,81,37,Female,East
C4599,8,21,20,14,0.81,81,34,Male,West
C7621,5,15,18,9,0.81,81,43,Male,West
C4525,3,11,35,5,0.81,81,41,Male,South
C3926,9,23,24,16,0.81,81,44,Female,West
C4726,8,21,18,14,0.81,81,35,Male,North
C3804,11,27,31,20,0.81,81,42,Female,South
C10997,9,23,18,16,0.81,81,35,Female,North
C6956,2,9,13,4,0.81,81,37,Male,North
C2717,11,27,22,20,0.81,81,35,Male,East
C8625,11,27,18,20,0.81,81,34,Male,West
C1357,4,13,16,7,0.81,81,42,Female,North
C2556,3,11,24,5,0.82,82,42,Male,West
C9709,4,13,25,7,0.82,82,36,Female,North
C2799,5,15,16,9,0.82,82,40,Female,South
C5659,6,17,24,11,0.82,82,38,Male,West
C1519,2,9,21,4,0.82,82,44,Male,North
C5865,1,7,23,2,0.82,82,30,Female,South
C3408,3,11,17,5,0.82,82,31,Male,North
C4648,6,17,14,11,0.82,82,36,Male,North
C8288,15,35,14,27,0.82,82,40,Female,North
C3692,9,23,20,16,0.82,82,38,Male,North
C5351,2,9,24,4,0.82,82,41,Male,East
C5681,14,33,33,25,0.82,82,37,Male,West
C6111,1,7,18,2,0.82,82,33,Male,West
C7073,11,27,24,20,0.82,82,30,Male,North
C5421,5,15,24,9,0.82,82,32,Male,West
C10787,5,15,22,9,0.82,82,37,Female,South
C8245,12,29,31,22,0.82,82,40,Female,South
C2723,7,19,26,13,0.82,82,35,Male,North
C5424,2,9,38,4,0.82,82,36,Male,North
C4164,9,23,13,16,0.82,82,45,Male,South
C1375,9,23,13,16,0.82,82,37,Female,West
C7011,6,17,17,11,0.82,82,43,Female,South
C4398,12,29,25,22,0.82,82,34,Female,East
C4317,2,9,24,4,0.82,82,35,Female,West
C6949,12,29,35,22,0.82,82,43,Female,South
C7133,6,17,27,11,0.82,82,30,Male,North
C2389,4,13,27,7,0.82,82,42,Female,West
C2235,7,19,23,13,0.82,82,34,Male,South
C8365,11,27,26,20,0.82,82,39,Male,East
C3253,15,35,33,27,0.82,82,45,Male,West
C2561,7,19,16,13,0.82,82,37,Male,North
C4510,15,35,30,27,0.82,82,41,Male,West
C4099,11,27,29,20,0.82,82,35,Female,North
C7734,6,17,20,11,0.82,82,43,Male,West
C9952,3,11,23,5,0.82,82,38,Male,North
C5632,6,17,30,11,0.82,82,33,Female,East
C5813,12,29,22,22,0.82,82,44,Male,East
C6481,2,9,17,4,0.82,82,39,Male,West
C1890,9,23,22,16,0.82,82,44,Male,South
C9531,12,29,14,22,0.82,82,42,Male,South
C9048,4,13,21,7,0.82,82,45,Female,South
C5345,14,33,20,25,0.82,82,39,Female,North
C3867,10,25,26,18,0.82,82,44,Male,North
C9960,2,9,17,4,0.82,82,42,Male,West
C2988,11,27,28,20,0.82,82,36,Female,West
C1060,4,13,18,7,0.82,82,44,Female,South
C1480,5,15,20,9,0.82,82,34,Female,West
C4800,1,7,21,2,0.82,82,38,Male,South
C5220,12,29,29,22,0.82,82,31,Male,South
C7767,1,7,18,2,0.82,82,43,Male,North
C8410,6,17,16,11,0.82,82,38,Female,North
C2335,13,31,25,24,0.82,82,45,Male,North
C9928,11,27,19,20,0.82,82,42,Male,East
C7560,14,33,11,25,0.82,82,32,Female,West
C4114,15,35,19,27,0.82,82,36,Female,North
C11074,6,17,21,11,0.82,82,32,Female,North
C2514,8,21,27,15,0.82,82,35,Male,West
C7278,10,25,28,18,0.82,82,32,Male,South
C2523,14,33,25,25,0.82,82,30,Male,West
C8124,13,31,28,24,0.82,82,37,Male,South
C9967,3,11,28,5,0.82,82,45,Female,North
C1960,6,17,21,11,0.82,82,37,Female,South
C7812,9,23,14,16,0.82,82,42,Male,South
C2860,13,31,27,24,0.82,82,45,Male,South
C8738,15,35,22,27,0.82,82,42,Male,North
C3769,13,31,18,24,0.82,82,32,Male,North
C7794,14,33,20,25,0.82,82,31,Male,North
C10622,1,7,22,2,0.82,82,39,Female,East
C9159,4,13,16,7,0.82,82,32,Male,West
C7857,10,25,22,18,0.82,82,43,Female,North
C5775,5,15,31,9,0.82,82,35,Male,East
C6642,9,23,30,16,0.82,82,40,Female,East
C8541,10,25,27,18,0.82,82,40,Female,West
C3351,6,17,29,11,0.82,82,41,Male,North
C1473,8,21,23,15,0.82,82,43,Male,West
C4397,2,9,15,4,0.82,82,30,Male,South
C4938,1,7,27,2,0.82,82,45,Female,South
C1380,11,27,27,20,0.82,82,38,Female,East
C5357,15,35,13,27,0.82,82,33,Female,East
C4104,10,25,18,18,0.82,82,40,Female,East
C7009,9,23,30,16,0.82,82,30,Male,West
C3223,5,15,29,9,0.82,82,35,Male,North
C7016,15,35,21,27,0.82,82,30,Female,South
C7072,7,19,25,13,0.82,82,31,Male,North
C7753,4,13,28,7,0.82,82,38,Male,North
C7074,15,35,20,27,0.82,82,33,Male,North
C10456,8,21,22,15,0.82,82,37,Male,West
C8985,4,13,22,7,0.82,82,32,Male,North
C2876,14,33,37,25,0.82,82,38,Male,South
C9544,8,21,31,15,0.82,82,38,Female,West
C6250,9,23,25,16,0.82,82,38,Male,North
C7359,12,29,14,22,0.82,82,37,Female,West
C4097,6,17,15,11,0.82,82,44,Female,South
C3269,7,19,16,13,0.82,82,40,Male,North
C4214,1,7,27,2,0.82,82,43,Male,East
C10621,13,31,24,24,0.82,82,32,Male,West
C1021,13,31,11,24,0.83,83,43,Male,West
C2601,1,7,33,2,0.83,83,32,Male,North
C10754,10,25,27,18,0.83,83,42,Male,East
C8259,9,23,28,16,0.83,83,34,Male,East
C8604,11,27,16,20,0.83,83,31,Male,West
C2322,9,23,17,16,0.83,83,31,Male,South
C6919,3,11,18,5,0.83,83,42,Male,North
C7392,9,23,23,16,0.83,83,43,Male,South
C10923,5,15,14,9,0.83,83,41,Male,South
C10135,4,13,28,7,0.83,83,35,Male,West
C3315,14,33,26,26,0.83,83,35,Female,South
C5062,12,29,15,22,0.83,83,36,Male,North
C2642,10,25,21,18,0.83,83,41,Female,West
C4634,13,31,20,24,0.83,83,45,Female,East
C6903,6,17,16,11,0.83,83,31,Male,West
C8706,15,35,16,27,0.83,83,38,Male,West
C1169,7,19,26,13,0.83,83,34,Female,South
C8599,1,7,29,2,0.83,83,38,Female,North
C1402,3,11,19,5,0.83,83,41,Male,North
C5515,12,29,23,22,0.83,83,40,Male,South
C9905,1,7,27,2,0.83,83,45,Male,South
C1093,14,33,34,26,0.83,83,40,Female,West
C8957,5,15,29,9,0.83,83,35,Female,South
C9920,13,31,20,24,0.83,83,40,Female,West
C1557,15,35,17,27,0.83,83,30,Female,North
C1590,12,29,21,22,0.83,83,30,Male,West
C6884,2,9,16,4,0.83,83,42,Female,South
C9368,4,13,21,7,0.83,83,41,Male,North
C2576,1,7,22,2,0.83,83,41,Female,South
C1307,2,9,24,4,0.83,83,35,Male,North
C10426,14,33,27,26,0.83,83,41,Male,North
C4844,2,9,32,4,0.83,83,43,Female,East
C9112,2,9,32,4,0.83,83,45,Male,West
C1546,15,35,22,27,0.83,83,32,Male,West
C3593,11,27,19,20,0.83,83,40,Female,West
C7966,5,15,17,9,0.83,83,37,Female,East
C4522,7,19,13,13,0.83,83,45,Male,West
C9093,5,15,26,9,0.83,83,41,Female,South
C10376,1,7,22,2,0.83,83,42,Male,North
C5398,11,27,22,20,0.83,83,41,Male,West
C3137,12,29,18,22,0.83,83,36,Female,South
C7855,2,9,18,4,0.83,83,37,Female,East
C5273,6,17,22,11,0.83,83,34,Female,West
C8542,14,33,23,26,0.83,83,40,Female,North
C3719,7,19,17,13,0.83,83,31,Male,West
C5032,10,25,26,18,0.83,83,34,Female,South
C11071,8,21,24,15,0.83,83,42,Female,West
C3480,5,15,27,9,0.83,83,35,Male,North
C6407,14,33,22,26,0.83,83,38,Female,West
C3762,9,23,20,16,0.83,83,33,Male,North
C9266,1,7,11,2,0.83,83,32,Male,West
C3017,4,13,17,7,0.83,83,31,Male,East
C6008,7,19,20,13,0.83,83,30,Male,West
C6257,14,33,18,26,0.83,83,36,Female,North
C6298,6,17,28,11,0.83,83,36,Male,West
C1104,6,17,34,11,0.83,83,45,Male,South
C3955,3,11,23,5,0.83,83,33,Male,North
C7149,1,7,26,2,0.83,83,37,Male,West
C6030,14,33,22,26,0.83,83,43,Male,West
C7243,6,17,33,11,0.83,83,36,Female,West
C1703,14,33,28,26,0.83,83,33,Male,South
C5075,2,9,15,4,0.83,83,35,Female,South
C10090,6,17,20,11,0.83,83,45,Female,West
C4827,10,25,20,18,0.83,83,30,Male,East
C5660,8,21,30,15,0.83,83,36,Female,West
C5701,2,9,19,4,0.83,83,39,Male,North
C6084,13,31,27,24,0.83,83,31,Male,West
C6625,1,7,21,2,0.83,83,36,Male,North
C8248,1,7,17,2,0.83,83,40,Female,South
C8953,8,21,30,15,0.83,83,36,Male,South
C6318,6,17,22,11,0.83,83,36,Male,West
C6057,6,17,25,11,0.83,83,38,Female,East
C6796,13,31,25,24,0.83,83,36,Female,West
C9164,7,19,31,13,0.83,83,42,Male,West
C8229,5,15,22,9,0.83,83,31,Male,North
C8240,15,35,26,27,0.83,83,42,Male,West
C5183,7,19,31,13,0.83,83,32,Male,West
C9541,8,21,35,15,0.83,83,38,Male,South
C4890,11,27,15,20,0.83,83,38,Male,South
C1086,1,7,17,2,0.83,83,40,Male,East
C4372,13,31,20,24,0.83,83,44,Male,West
C4959,7,19,27,13,0.83,83,36,Male,East
C8001,13,31,11,24,0.83,83,42,Male,West
C2131,8,21,21,15,0.83,83,30,Female,West
C3056,3,11,16,5,0.83,83,37,Male,East
C7917,11,27,20,20,0.83,83,34,Female,West
C8989,13,31,19,24,0.83,83,38,Male,South
C7366,2,9,23,4,0.83,83,44,Male,East
C6362,7,19,25,13,0.83,83,44,Male,East
C6839,5,15,32,9,0.83,83,32,Female,West
C4085,14,33,16,26,0.83,83,36,Male,East
C8125,13,31,26,24,0.83,83,38,Male,West
C10580,4,13,15,7,0.83,83,39,Female,South
C11067,1,7,18,2,0.83,83,34,Male,West
C2851,3,11,12,5,0.83,83,38,Female,North
C6764,3,11,12,5,0.83,83,44,Female,North
C7940,7,19,20,13,0.83,83,42,Male,South
C9059,2,9,26,4,0.83,83,41,Female,West
C6811,9,23,15,16,0.83,83,39,Female,North
C7596,11,27,24,20,0.83,83,37,Male,South
C8995,13,31,20,24,0.83,83,36,Male,South
C5737,14,33,31,26,0.83,83,41,Male,North
C10294,15,35,25,27,0.83,83,43,Female,East
C5829,4,13,15,7,0.83,83,43,Female,West
C1917,12,29,12,22,0.83,83,44,Male,West
C3469,7,19,18,13,0.84,84,42,Female,West
C5867,7,19,15,13,0.84,84,34,Female,East
C4958,3,11,29,6,0.84,84,30,Male,West
C5470,8,21,38,15,0.84,84,32,Male,South
C6492,2,9,17,4,0.84,84,34,Female,West
C6519,13,31,22,24,0.84,84,41,Male,South
C4270,6,17,23,11,0.84,84,35,Female,South
C3260,5,15,20,9,0.84,84,41,Female,North
C3653,7,19,25,13,0.84,84,38,Female,South
C4912,13,31,24,24,0.84,84,37,Female,West
C3633,13,31,21,24,0.84,84,45,Male,East
C10736,15,35,19,28,0.84,84,42,Male,West
C2444,14,33,19,26,0.84,84,34,Male,South
C3378,1,7,24,2,0.84,84,39,Female,North
C9642,10,25,18,18,0.84,84,36,Male,South
C8819,8,21,28,15,0.84,84,30,Female,West
C9377,2,9,19,4,0.84,84,33,Male,South
C10639,14,33,17,26,0.84,84,36,Male,South
C3898,1,7,15,2,0.84,84,44,Male,South
C5742,5,15,18,9,0.84,84,43,Female,West
C3597,4,13,36,7,0.84,84,35,Female,North
C1706,3,11,21,6,0.84,84,33,Female,South
C10504,11,27,21,20,0.84,84,41,Female,West
C10970,2,9,19,4,0.84,84,34,Female,South
C2313,3,11,30,6,0.84,84,35,Male,West
C8123,7,19,34,13,0.84,84,33,Male,South
C3598,9,23,28,17,0.84,84,45,Female,South
C4283,11,27,19,20,0.84,84,32,Female,West
C2648,8,21,23,15,0.84,84,36,Male,South
C4538,2,9,19,4,0.84,84,37,Female,North
C4611,11,27,20,20,0.84,84,34,Male,South
C9939,12,29,12,22,0.84,84,35,Male,South
C10420,4,13,16,7,0.84,84,40,Female,West
C10042,4,13,31,7,0.84,84,45,Female,West
C6585,11,27,31,20,0.84,84,34,Male,West
C3614,6,17,35,11,0.84,84,35,Female,South
C7831,7,19,19,13,0.84,84,31,Male,South
C9879,8,21,32,15,0.84,84,37,Female,West
C4255,4,13,18,7,0.84,84,30,Female,East
C8397,11,27,21,20,0.84,84,42,Male,West
C8340,8,21,15,15,0.84,84,35,Male,South
C8642,5,15,29,9,0.84,84,35,Female,North
C8557,15,35,23,28,0.84,84,39,Female,West
C1000,13,31,17,24,0.84,84,44,Male,West
C5958,5,15,35,9,0.84,84,,Female,East
C9964,7,19,15,13,0.84,84,,Male,West
C2681,15,35,24,28,0.84,84,,Male,South
C4781,11,27,30,20,0.84,84,,Female,South
C6607,12,29,25,22,0.84,84,,Female,North
C6590,14,33,20,26,0.84,84,,Male,West
C7459,15,35,28,28,0.84,84,,Male,West
C10033,8,21,23,15,0.84,84,,Male,North
C6446,14,33,19,26,0.84,84,,Female,East
C10273,7,19,24,13,0.84,84,,Female,East
C9472,7,19,23,13,0.84,84,,Female,West
C10316,1,7,18,2,0.84,84,,Female,North
C4076,1,7,26,2,0.84,84,,Female,South
C8426,3,11,18,6,0.84,84,,Male,West
C2032,9,23,19,17,0.84,84,,Female,North
C4106,9,23,27,17,0.84,84,,Male,East
C4519,4,13,25,7,0.84,84,,Female,East
C5905,5,15,18,9,0.84,84,,Female,West
C7965,5,15,27,9,0.84,84,,Female,North
C1841,7,19,19,13,0.84,84,,Male,West
C2107,9,23,19,17,0.84,84,,Female,South
C4452,5,15,30,9,0.84,84,,Female,North
C1719,6,17,15,11,0.84,84,,Male,East
C5307,6,17,11,11,0.84,84,,Female,West
C7304,2,9,20,4,0.84,84,,Female,East
C7532,5,15,16,9,0.84,84,,Male,West
C8448,9,23,18,17,0.84,84,,Male,West
C9561,11,27,27,20,0.84,84,,Female,South
C9760,14,33,19,26,0.84,84,,Male,North
C1861,7,19,20,13,0.84,84,,Female,East
C4235,4,13,15,7,0.84,84,,Male,West
C5896,3,11,21,6,0.84,84,,Female,South
C8478,1,7,37,2,0.84,84,,Female,South
C3626,5,15,14,9,0.84,84,,Female,South
C1008,5,15,31,9,0.84,84,,Female,East
C1234,5,15,10,9,0.84,84,,Male,West
C2211,4,13,35,7,0.84,84,,Female,West
C5602,12,29,15,22,0.84,84,,Female,North
C1817,8,21,11,15,0.84,84,,Female,West
C5272,8,21,29,15,0.84,84,,Female,South
C6444,7,19,16,13,0.84,84,,Male,South
C4171,11,27,30,20,0.84,84,,Male,South
C7479,7,19,23,13,0.84,84,,Female,West
C8954,14,33,22,26,0.84,84,,Female,South
C8312,4,13,25,7,0.84,84,,Male,West
C4410,10,25,19,18,0.84,84,,Male,South
C4995,9,23,25,17,0.84,84,,Male,West
C5712,5,15,20,9,0.84,84,,Male,North
C10151,4,13,15,7,0.84,84,,Female,South
C4204,3,11,14,6,0.84,84,,Female,North
C5418,2,9,19,4,0.84,84,,Male,North
C8762,2,9,24,4,0.84,84,,Male,West
C4801,8,21,27,15,0.84,84,,Female,North
C6929,2,9,26,4,0.84,84,,Female,South
C8755,6,17,22,11,0.84,84,,Female,South
C9901,6,17,25,11,0.84,84,,Male,North
C10279,12,29,17,22,0.84,84,,Female,West
C1781,12,29,15,22,0.84,84,,Female,North
C3297,10,25,35,18,0.84,84,,Female,West
C4636,11,27,26,20,0.84,84,,Male,North
C1243,12,29,31,22,0.84,84,,Female,East
C9667,7,19,21,13,0.84,84,,Male,West
C2026,12,29,21,22,0.84,84,,Male,South
C3386,15,35,30,28,0.85,85,,Male,West
C8851,7,19,21,13,0.85,85,,Female,North
C1521,7,19,34,13,0.85,85,,Male,West
C8197,14,33,16,26,0.85,85,,Female,North
C9374,7,19,14,13,0.85,85,,Male,West
C2848,12,29,14,22,0.85,85,,Female,North
C4438,13,31,24,24,0.85,85,,Female,West
C3296,4,13,32,7,0.85,85,,Male,South
C8210,15,35,24,28,0.85,85,,Male,South
C6589,1,7,18,2,0.85,85,,Female,South
C1934,11,27,32,20,0.85,85,,Female,South
C2277,7,19,39,13,0.85,85,,Male,North
C7460,10,25,23,19,0.85,85,,Male,North
C9493,13,31,26,24,0.85,85,,Male,North
C8154,2,9,40,4,0.85,85,,Female,South
C1310,8,21,26,15,0.85,85,,Male,West
C6048,6,17,23,11,0.85,85,,Male,South
C7303,13,31,32,24,0.85,85,,Male,West
C3937,3,11,23,6,0.85,85,,Female,North
C9238,1,7,35,2,0.85,85,,Male,West
C8008,1,7,23,2,0.85,85,,Male,South
C3514,6,17,23,11,0.85,85,,Female,East
C6910,5,15,17,9,0.85,85,,Male,West
C10189,11,27,30,20,0.85,85,,Female,West
C4817,6,17,34,11,0.85,85,,Female,South
C7539,11,27,23,20,0.85,85,,Female,West
C7803,8,21,15,15,0.85,85,,Male,North
C8418,4,13,19,7,0.85,85,,Female,West
C2470,5,15,24,9,0.85,85,,Male,South
C7766,13,31,23,24,0.85,85,,Male,South
C9254,12,29,33,22,0.85,85,,Female,West
C1220,5,15,18,9,0.85,85,,Male,West
C2658,2,9,29,4,0.85,85,,Male,West
C2813,4,13,17,7,0.85,85,,Female,South
C6883,6,17,26,11,0.85,85,,Male,South
C10732,2,9,18,4,0.85,85,,Female,West
C1885,4,13,25,7,0.85,85,,Male,North
C8047,4,13,36,7,0.85,85,,Male,North
C2150,9,23,27,17,0.85,85,,Female,West
C5374,14,33,22,26,0.85,85,,Female,West
C7572,8,21,11,15,0.85,85,,Female,West
C2279,7,19,19,13,0.85,85,,Female,North
C10236,2,9,30,4,0.85,85,,Female,East
C2598,15,35,14,28,0.85,85,,Male,East
C5114,15,35,25,28,0.85,85,,Female,West
C7807,8,21,18,15,0.85,85,,Male,South
C6914,3,11,27,6,0.85,85,,Male,South
C7298,10,25,32,19,0.85,85,,Female,West
C5064,2,9,29,4,0.85,85,,Female,North
